edad;sexo;departamento_nacimiento;municipio_nacimiento;diploma_educacion;campaña;campaña_fecha;poblacion;comuna_residencia;zona_residencia;cali_nacimiento;codigo_barrio_residencia;nombre_barrio_residencia;comuna
31.0;Mujer;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
32.0;Mujer;Chocó;No reportado;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
17.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
40.0;Mujer;Chocó;No reportado;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
57.0;Intersexual;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
70.0;Mujer;Risaralda;Pueblo Rico;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
28.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;13;;;1304;El Poblado II;13
21.0;Hombre;Nariño;Policarpa;No reportado;narrativas;01AGO2018;Ciudadano;13;;;1304;El Poblado II;13
36.0;Hombre;Valle del Cauca;Zarzal;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1304;El Poblado II;13
33.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1304;El Poblado II;13
41.0;Hombre;Tolima;Líbano;Media académica o clásica;encuentas;25MAR2018;Técnico administración;13;;No;1304;El Poblado II;13
31.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;13;;;1398;El Pondaje;13
23.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1398;El Pondaje;13
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1398;El Pondaje;13
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1398;El Pondaje;13
23.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1398;El Pondaje;13
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1398;El Pondaje;13
27.0;Mujer;;;Maestría;encuentas;25MAR2018;Técnico administración;13;;Si;1398;El Pondaje;13
29.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
31.0;Mujer;Valle del Cauca;No reportado;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
62.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
53.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
22.0;Hombre;Antioquia;Medellín;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
27.0;Mujer;Tolima;Ibagué;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
71.0;Mujer;Valle del Cauca;Cartago;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
60.0;Hombre;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1901;El Refugio;19
28.0;Mujer;Quindio;Armenia;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1901;El Refugio;19
17.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;19;;;1901;El Refugio;19
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
17.0;Hombre;;;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
23.0;Mujer;Nariño;Pasto;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
23.0;Mujer;Nariño;Pasto;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
19.0;Mujer;Tolima;Ibagué;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
22.0;Mujer;Valle del Cauca;Tuluá;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
24.0;Hombre;Nariño;Ipiales;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
20.0;Hombre;Nariño;La Unión;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1901;El Refugio;19
32.0;Hombre;Tolima;Ibagué;Especialización;encuentas;25MAR2018;Técnico administración;19;;No;1901;El Refugio;19
23.0;Hombre;Cauca;Patía;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2104;El Remanso;21
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2104;El Remanso;21
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2104;El Remanso;21
42.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1501;El Retiro;15
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1501;El Retiro;15
24.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1501;El Retiro;15
44.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1501;El Retiro;15
25.0;Hombre;Valle del Cauca;Buenaventura;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
12.0;Mujer;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
41.0;Mujer;Valle del Cauca;;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
22.0;Mujer;Valle del Cauca;;No reportado;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
25.0;Hombre;Valle del Cauca;Buenaventura;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
18.0;Hombre;Valle del Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
27.0;Hombre;Tolima;Ibagué;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
24.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
35.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
18.0;Hombre;Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
28.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1501;El Retiro;15
24.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
17.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;15;;;1501;El Retiro;15
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1210;El Rodeo;12
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;501;El Sena;5
19.0;Hombre;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;501;El Sena;5
42.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;5;;Si;501;El Sena;5
65.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;810;El Troncal;8
22.0;Mujer;Valle del Cauca;Cali;Normalista;narrativas;01AGO2018;Ciudadano;8;;;810;El Troncal;8
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;810;El Troncal;8
25.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;810;El Troncal;8
35.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;8;;Si;810;El Troncal;8
23.0;Hombre;Cauca;Guapi;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1504;El Vallado;15
0.0;Mujer;Nariño;San Andres de Tumaco;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;1504;El Vallado;15
27.0;Hombre;Cauca;;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1504;El Vallado;15
28.0;Mujer;Valle del Cauca;Buenaventura;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1504;El Vallado;15
22.0;Mujer;Antioquia;Medellín;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1504;El Vallado;15
15.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1504;El Vallado;15
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1504;El Vallado;15
25.0;Mujer;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1504;El Vallado;15
69.0;Mujer;Huila;Nátaga;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
56.0;Mujer;Valle del Cauca;Tuluá;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
13.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
74.0;Mujer;Valle del Cauca;Tuluá;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
32.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
7.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
62.0;Mujer;Cauca;Timbío;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1302;El Vergel;13
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1302;El Vergel;13
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;420;Flora Industrial;4
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;695;Fonaviemcali;6
18.0;Mujer;;;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;407;Fátima;4
18.0;Hombre;Córdoba;Montería;No reportado;narrativas;01AGO2018;Ciudadano;2;;;207;Granada;2
20.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;207;Granada;2
36.0;Mujer;Valle del Cauca;Guadalajara de Buga;Profesional;encuentas;25MAR2018;Técnico administración;2;;No;207;Granada;2
32.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;2;;Si;207;Granada;2
29.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;2;;Si;207;Granada;2
56.0;Mujer;Antioquia;Medellín;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;904;Guayaquil;9
36.0;Mujer;Antioquia;Medellín;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;904;Guayaquil;9
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;904;Guayaquil;9
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;904;Guayaquil;9
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;904;Guayaquil;9
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;904;Guayaquil;9
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;904;Guayaquil;9
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;809;Industrial;8
21.0;Mujer;Valle del Cauca;Florida;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;602;Jorge Eliecer Gaitán;6
25.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;602;Jorge Eliecer Gaitán;6
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;602;Jorge Eliecer Gaitán;6
19.0;Hombre;Valle del Cauca;;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;602;Jorge Eliecer Gaitán;6
59.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;401;Jorge Isaacs;4
18.0;Mujer;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;401;Jorge Isaacs;4
20.0;Hombre;Valle del Cauca;Florida;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;401;Jorge Isaacs;4
42.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;10;;;1007;Jorge Zawadsky;10
25.0;Hombre;No reportado;No reportado;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1406;José Manuel Marroquín Primera Etapa;14
41.0;Hombre;No reportado;No reportado;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1406;José Manuel Marroquín Primera Etapa;14
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1406;José Manuel Marroquín Primera Etapa;14
31.0;Hombre;;;Especialización;encuentas;25MAR2018;Técnico administración;14;;Si;1406;José Manuel Marroquín Primera Etapa;14
32.0;Hombre;No reportado;No reportado;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1405;José Manuel Marroquín Segunda Etapa;14
75.0;Mujer;Valle del Cauca;Guadalajara de Buga;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1405;José Manuel Marroquín Segunda Etapa;14
19.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;13;;;1405;José Manuel Marroquín Segunda Etapa;14
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1405;José Manuel Marroquín Segunda Etapa;14
17.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;903;Junín;9
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;903;Junín;9
17.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;903;Junín;9
17.0;Hombre;Bogotá, D.C.;;No reportado;narrativas;09ABR2019;Ciudadano;9;cali_zona_urbana;;903;Junín;9
45.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1698;La Alborada;16
48.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;817;La Base;8
43.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;817;La Base;8
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;8;;;817;La Base;8
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;817;La Base;8
21.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;817;La Base;8
20.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;2;;;213;La Campiña;2
32.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;19;;;1902;La Cascada;19
46.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1902;La Cascada;19
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1902;La Cascada;19
48.0;Mujer;Quindio;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;4;;;416;La Esmeralda;4
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1104;La Esperanza;11
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1104;La Esperanza;11
88.0;Mujer;Caldas;Manizales;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;212;La Flora;2
65.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;212;La Flora;2
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;212;La Flora;2
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;212;La Flora;2
30.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;2;;Si;212;La Flora;2
31.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;2;;Si;212;La Flora;2
20.0;Hombre;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;806;La Floresta;8
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;806;La Floresta;8
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1107;La Fortaleza;11
19.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1784;La Hacienda;17
34.0;Mujer;Valle del Cauca;Tuluá;Profesional;narrativas;01AGO2018;Ciudadano;17;;;1784;La Hacienda;17
17.0;Hombre;Cauca;Santander de Quilichao;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1784;La Hacienda;17
23.0;Hombre;;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1784;La Hacienda;17
;Mujer;;;No reportado;narrativas;01AGO2018;Ciudadano;No reportado;;;1784;La Hacienda;17
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1784;La Hacienda;17
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1784;La Hacienda;17
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1784;La Hacienda;17
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1784;La Hacienda;17
30.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1784;La Hacienda;17
31.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1103;La Independencia;11
31.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;01AGO2018;Ciudadano;11;;;1103;La Independencia;11
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;11;;;1103;La Independencia;11
18.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;11;;;1103;La Independencia;11
36.0;Hombre;Cauca;Guapi;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1103;La Independencia;11
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1103;La Independencia;11
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;413;La Isla;4
24.0;Hombre;Cauca;La Sierra;No reportado;narrativas;01AGO2018;Ciudadano;4;;;413;La Isla;4
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1003;La Libertad;10
36.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;308;La Merced;3
20.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;3;;;308;La Merced;3
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;308;La Merced;3
21.0;Mujer;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
22.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
40.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
34.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
22.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
24.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
30.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
27.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
27.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
31.0;Mujer;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
22.0;Hombre;Nariño;No reportado;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
23.0;Hombre;Nariño;San Andres de Tumaco;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
25.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
21.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
32.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;214;La Paz;2
52.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;5;;;607;La Rivera Primera Etapa;6
64.0;Mujer;Nariño;Samaniego;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;607;La Rivera Primera Etapa;6
46.0;Mujer;Valle del Cauca;Palmira;Especialización;narrativas;01AGO2018;Ciudadano;No reportado;;;607;La Rivera Primera Etapa;6
22.0;Hombre;Cauca;;Técnica profesional;narrativas;01AGO2018;Ciudadano;5;;;607;La Rivera Primera Etapa;6
46.0;Mujer;Valle del Cauca;Palmira;Maestría;narrativas;01AGO2018;Ciudadano;4;;;607;La Rivera Primera Etapa;6
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;607;La Rivera Primera Etapa;6
20.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1010;La Selva;10
34.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1010;La Selva;10
22.0;Mujer;Nariño;Sandoná;Técnica profesional;narrativas;01AGO2018;Ciudadano;10;;;1005;Las Acacias;10
;Mujer;;;No reportado;narrativas;01AGO2018;Ciudadano;No reportado;;;1005;Las Acacias;10
20.0;Hombre;Santander;Barrancabermeja;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1005;Las Acacias;10
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1005;Las Acacias;10
30.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1005;Las Acacias;10
24.0;Mujer;Cauca;Toribio;Tecnológica;narrativas;01AGO2018;Ciudadano;8;;;811;Las Américas;8
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;710;Las Ceibas;7
15.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;4;;;404;Las Delicias;4
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;404;Las Delicias;4
33.0;Hombre;Cauca;Argelia;Profesional;encuentas;25MAR2018;Técnico administración;4;;No;404;Las Delicias;4
45.0;Hombre;;;Especialización;encuentas;25MAR2018;Técnico administración;4;;Si;404;Las Delicias;4
17.0;Mujer;Valle del Cauca;Buenaventura;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;1016;Las Granjas;10
32.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;10;;Si;1016;Las Granjas;10
64.0;Mujer;Cauca;Cajibío;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1404;Las Orquídeas;14
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;14;;;1404;Las Orquídeas;14
18.0;Mujer;Antioquia;Medellín;Básica primaria;narrativas;01AGO2018;Ciudadano;17;;;1782;Las Quintas de Don Simón;17
43.0;Hombre;Santander;Barrancabermeja;Maestría;encuentas;25MAR2018;Técnico administración;17;;No;1782;Las Quintas de Don Simón;17
23.0;Hombre;No reportado;No reportado;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1503;Laureano Gómez;15
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1503;Laureano Gómez;15
